,Hymn Number,Hymn Title,Hymn Text
892,539,,
893,540," Awake, thou Spirit of the watchmen",
894,541," Come, labor on"," Come, labor on.
Who dares stand idle on the harvest plain,
while all around us waves the golden grain?
And to each servant does the Master say,
""Go work today."" Come, labor on.
The enemy is watching night and day,
to sow the tares, to snatch the seed away;
while we in sleep our duty have forgot,
he slumbered not. Come, labor on.
Away with gloomy doubts and faithless fear!
No arm so weak but may do service here:
by feeblest agents may our God fulfill
his righteous will. Come, labor on.
Claim the high calling angels cannot share—
to young and old the Gospel gladness bear;
redeem the time; its hours too swiftly fly.
The night draws nigh. Come, labor on.
No time for rest, till glows the western sky,
till the long shadows o'er our pathway lie,
and a glad sound comes with the setting sun.
""Servants, well done."""
895,541,,
896,542, Christ is the world's true Light,
897,543," O Zion, tune thy voice"," O Zion, tune thy voice,
and raise thy hands on high;
tell all the earth thy joys,
and boast salvation nigh.
Cheerful in God, arise and shine,
while rays divine stream all abroad. He gilds the morning face
with beams that cannot fade;
his all-resplendent grace
he pours around thy head;
the nations round thy form shall view,
with luster new divinely crowned. In honor to his Name
reflect that sacred light;
and loud that grace proclaim,
which makes thy darkness bright;
pursue his praise, till sovereign love
in worlds above the glory raise. There on his holy hill
a brighter sun shall rise,
and with his radiance
fill those fairer purer skies;
while round his throne ten thousand stars
in nobler spheres his influence own."
898,543,,
899,544, Jesus shall reign where'er the sun," Jesus shall reign where'er the sun
doth his successive journeys run;
his kingdom stretch from shore to shore,
till moons shall wax and wane no more. To him shall endless prayer be made,
and praises throng to crown his head;
his Name like sweet perfume shall rise
with every morning sacrifice. People and realms of every tongue
dwell on his love with sweetest song;
and infant voices shall proclaim
their early blessings on his Name. Blessings abound where'er he reigns:
the prisoners leap to lose their chains,
the weary find eternal rest,
and all who suffer want are blest. Let every creature rise and bring
peculiar honors to our King;
angels descend with songs again,
and earth repeat the loud amen."
900,544,,
901,545, Lo! what a cloud of witnesses," Lo! what a cloud of witnesses
encompass us around!
They, once like us with suffering tried,
are now with glory crowned. Let us, with zeal like theirs inspired,
strive in the Christian race;
and, freed from every weight of sin,
their holy footsteps trace. Behold a Witness nobler still,
who trod affliction's path:
Jesus, the author, finisher,
rewarder of our faith. He, for the joy before him set,
and moved by pitying love,
endured the cross, despised the shame,
and now he reigns above. Thither, forgetting things behind,
press we to God's right hand;
there, with the Savior and his saints,
triumphantly to stand."
902,545,,
903,546," Awake, my soul, stretch every nerve"," Awake, my soul, stretch every nerve,
and press with vigor on;
a heavenly race demands thy zeal,
and an immortal crown,
and an immortal crown. A cloud of witnesses around
hold thee in full survey;
forget the steps already trod,
and onward urge your way,
and onward urge your way. 'Tis God's all-animating voice
that calls thee from on high;
'tis his own hand presents the prize
to thine aspiring eye,
to thine aspiring eye. Then wake, my soul, stretch every nerve,
and press with vigor on;
a heavenly race demands thy zeal,
and an immortal crown,
and an immortal crown."
904,546,,
905,547," Awake, O sleeper, rise from death",
906,548," Soldiers of Christ, arise"," Soldiers of Christ, arise,
and put your armor on,
strong in the strength which God supplies
through his eternal Son; strong in the Lord of hosts,
and in his mighty power:
who in the strength of Jesus trusts
is more than conqueror. Stand then in his great might,
with all his strength endued,
and take, to arm you for the fight,
the panoply of God. From strength to strength go on,
wrestle and fight and pray:
tread all the powers of darkness down,
and win the well-fought day. That, having all things done,
and all your conflicts past,
ye may o'ercome, through Christ alone,
and stand complete at last."
907,548,,
908,549, Jesus calls us; o'er the tumult," Jesus calls us; o'er the tumult
of our life's wild, restless sea,
day by day his clear voice soundeth,
saying, ""Christian, follow me;""
saying, ""Christian, follow me;"" as, of old, Saint Andrew heard it
by the Galilean lake,
turned from home and toil and kindred,
leaving all for his dear sake.
leaving all for his dear sake. Jesus calls us from the worship
of the vain world's golden store;
from each idol that would keep us,
saying, ""Christian, love me more.""
saying, ""Christian, love me more."" In our joys and in our sorrows,
days of toil and hours of ease,
still he calls, in cares and pleasures,
""Christian, love me more than these.""
""Christian, love me more than these."" Jesus calls us! By thy mercies,
Savior, may we hear thy call,
give our hearts to thine obedience,
serve and love thee best of all.
serve and love thee best of all."
909,549,,
910,550, Jesus calls us; o'er the tumult," Jesus calls us; o'er the tumult
of our life's wild, restless sea,
day by day his clear voice soundeth,
saying, ""Christian, follow me;"" as, of old, Saint Andrew heard it
by the Galilean lake,
turned from home and toil and kindred,
leaving all for his dear sake. Jesus calls us from the worship
of the vain world's golden store;
from each idol that would keep us,
saying, ""Christian, love me more."" In our joys and in our sorrows,
days of toil and hours of ease,
still he calls, in cares and pleasures,
""Christian, love me more than these."" Jesus calls us! By thy mercies,
Savior, may we hear thy call,
give our hearts to thine obedience,
serve and love thee best of all."
911,550,,
912,551," Rise up, ye saints of God"," Rise up, ye saints of God!
Have done with lesser things,
give heart and soul and mind and strength
to serve the King of kings. Rise up, ye saints of God!
His kingdom tarries long:
Lord, bring the day of truth and love
and end the night of wrong. Lift high the cross of Christ!
Tread where his feet have trod;
and quickened by the Spirit's power,
rise up, ye saints of God!"
913,551,,
914,552, Fight the good fight with all thy might," Fight the good fight with all thy might,
Christ is thy strength and Christ thy right;
lay hold on life, and it shall be
thy joy and crown eternally. Run the straight race through God's good grace,
lift up thine eyes and seek his face;
life with its way before us lies,
Christ is the path and Christ the prize. Cast care aside, lean on thy Guide;
his boundless mercy will provide;
trust, and thy trusting soul shall prove
Christ is its life and Christ its love. Faint not nor fear, his arms are near;
he changeth not, and thou art dear;
only believe, and thou shalt see
that Christ is all in all to thee."
915,552,,
916,553, Fight the good fight with all thy might," Fight the good fight with all thy might,
Christ is thy strength and Christ thy right;
lay hold on life, and it shall be
thy joy and crown eternally. Run the straight race through God's good grace,
lift up thine eyes and seek his face;
life with its way before us lies,
Christ is the path and Christ the prize. Cast care aside, lean on thy Guide;
his boundless mercy will provide;
trust, and thy trusting soul shall prove
Christ is its life and Christ its love. Faint not nor fear, his arms are near;
he changeth not, and thou art dear;
only believe, and thou shalt see
that Christ is all in all to thee."
917,553,,
918,554, 'Tis the gift to be simple,"Tis the gift to be simple,
'tis the gift to be free,
'tis the gift to come down
where we ought to be,
and when we find ourselves in the place just right,
'twill be in the valley of love and delight.
When true simplicity is gained
to bow and to bend we shan't be ashamed,
to turn, turn, will be our delight
till by turning, turning we come round right."
