,Hymn Number,Hymn Title,Hymn Text
724,725," O Jesus, I Have Promised"," O Jesus, I have promised
to serve you to the end;
be now and always near me,
my Master and my friend;
I shall not fear the battle
if you are by my side,
nor wander from the pathway
if you will be my guide. O let me feel you near me!
The world is ever near:
I see the sights that dazzle;
the tempting sounds I hear.
My foes are ever near me,
around me and within;
but, Jesus, draw still nearer
and shield my soul from sin. O let me hear you speaking
in accents clear and still,
above the storms of passion,
the murmurs of self-will;
O speak to reassure me,
to hasten or control;
O speak, and make me listen,
true guardian of my soul. O Jesus, you have promised
to all who follow you
that where you are in glory
your servant shall be too.
And, Jesus, I have promised
to serve you to the end;
now give me grace to follow,
my Master and my friend."
725,726,726. Will You Come and Follow Me (The Summons),
726,727,727. Will You Let Me Be Your Servant (The Servant Song),
727,728, Somebody's Knocking at Your Door,"omebody's knocking at your door;
somebody's knocking at your door;
O sinner, why don't you answer?
Somebody's knocking at your door. Knocks like Jesus.
Somebody's knocking at your door.
Knocks like Jesus.
Somebody's knocking at your door.
O sinner, why don't you answer?
Somebody's knocking at your door. Can't you hear him?
Somebody's knocking at your door.
Can't you hear him?
Somebody's knocking at your door.
O sinner, why don't you answer?
Somebody's knocking at your door. Answer Jesus.
Somebody's knocking at your door.
Answer Jesus.
Somebody's knocking at your door.
O sinner, why don't you answer?
Somebody's knocking at your door."
728,729," Lord, I Want to Be a Christian"," Lord, I want to be a Christian
in my heart, in my heart;
Lord, I want to be a Christian in my heart.
In my heart, (In my heart,) in my heart (in my heart,)
Lord, I want to be a Christian in my heart. Lord, I want to be more loving
in my heart, in my heart;
Lord, I want to be more loving in my heart.
In my heart, (In my heart,) in my heart (in my heart,)
Lord, I want to be more loving in my heart. Lord, I want to be more holy
in my heart, in my heart;
Lord, I want to be more holy in my heart.
In my heart, (In my heart,) in my heart (in my heart,)
Lord, I want to be more holy in my heart. Lord, I want to be like Jesus
in my heart, in my heart;
Lord, I want to be like Jesus in my heart.
In my heart, (In my heart,) in my heart (in my heart,)
Lord, I want to be like Jesus in my heart."
729,730, I Sing a Song of the Saints of God," I sing a song of the saints of God,
patient and brave and true,
who toiled and fought and lived and died
for the Lord they loved and knew.
And one was a doctor, and one was a queen,
and one was a shepherdess on the green:
they were all of them saints of God, and I mean,
God helping, to be one too. They loved their Lord so dear, so dear,
and God’s love made them strong;
and they followed the right, for Jesus’ sake,
the whole of their good lives long.
And one was a soldier, and one was a priest,
and one was slain by a fierce wild beast:
and there’s not any reason, no, not the least,
why I shouldn’t be one too. They lived not only in ages past;
there are hundreds of thousands still;
the world is bright with the joyous saints
who love to do Jesus’ will.
You can meet them in school, or in lanes, or at sea,
in church, or in trains, or in shops, or at tea;
for the saints of God are just folk like me,
and I mean to be one too."
730,731,731. Give Thanks for Those Whose Faith Is Firm,
731,732, Rejoice in God's Saints," Rejoice in God's saints, today and all days!
A world without saints forgets how to praise.
Their faith in acquiring the habit of prayer,
their depth of adoring, Lord, help us to share. Some march with events to turn them God's way;
some need to withdraw, the better to pray;
some carry the gospel through fire and through flood:
our world is their parish; their purpose is God. Rejoice in those saints, unpraised and unknown,
who bear someone's cross, or shoulder their own;
they share our complaining, our comforts, our cares:
what patience in caring, what courage, is theirs! Rejoice in God's saints, today and all days!
A world without saints forgets how to praise.
In loving, in living, they prove it is true:
their way of self-giving, Lord, leads us to you."
732,733, We All Are One in Mission,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
733,734, Hope of the World,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
734,735, I Need Thee Every Hour," I need thee every hour,
most gracious Lord;
no tender voice like thine
can peace afford.efrain:
I need thee, O I need thee,
every hour I need thee!
O bless me now, my Savior--
I come to thee! I need thee every hour;
stay thou near by;
temptations lose their power
when thou art nigh. [Refrain] I need thee every hour;
teach me thy will,
and thy rich promises
in me fulfill. [Refrain] I need thee every hour,
Most Holy One;
O make me thine indeed,
thou blessed Son. [Refrain]"
735,736,736. I Want to Be as Close to You,
736,737,"737. Lord, Jesus, You Shall Be My Song (Jésus, je voudrais te chanter)",
737,738," O Master, Let Me Walk with Thee"," O Master, let me walk with thee
in lowly paths of service free;
tell me thy secret; help me bear
the strain of toil, the fret of care. Help me the slow of heart to move
by some clear, winning word of love;
teach me the wayward feet to stay,
and guide them in the homeward way. Teach me thy patience, still with thee
in closer, dearer company,
in work that keeps faith sweet and strong,
in trust that triumphs over wrong. In hope that sends a shining ray
far down the future's broadening way;
in peace that only thou canst give,
with thee, O Master, let me live."
738,739, O for a Closer Walk with God," O for a closer walk with God,
a calm and heavenly frame,
a light to shine upon the road
that leads me to the Lamb! Return, O holy Dove, return,
sweet messenger of rest!
I hate the sins that made thee mourn
and drove thee from my breast. The dearest idol I have known,
whate'er that idol be,
help me to tear it from thy throne,
and worship only thee. So shall my walk be close with God,
calm and serene my frame;
so purer light shall mark the road
that leads me to the Lamb."
739,740,"740. Lead Me, Guide Me",
740,741, Guide My Feet," Guide my feet while I run this race;
guide my feet while I run this race;
guide my feet while I run this race,
for I don't want to run this race in vain! Hold my hand while I run this race;
hold my hand while I run this race;
hold my hand while I run this race,
for I don't want to run this race in vain! Stand by me while I run this race;
stand by me while I run this race;
stand by me while I run this race,
for I don't want to run this race in vain! I'm your child while I run this race;
I'm your child while I run this race;
I'm your child while I run this race,
for I don't want to run this race in vain! Search my heart while I run this race;
search my heart while I run this race;
search my heart while I run this race,
for I don't want to run this race in vain! Guide my feet while I run this race;
guide my feet while I run this race;
guide my feet while I run this race,
for I don't want to run this race in vain!"
741,742,742. We Will Walk with God (Sizohamba naye),
742,743,"743. O God, You Are My God (Step by Step)",
743,744,"744. Arise, Your Light Is Come!",
744,745,745. Now Go in Joy,
745,746,"746. Send Me, Jesus (Thuma mina)",
746,747,747. The Lord Now Sends Us Forth (Enviado soy de Dios),
747,748,"748. Go with Us, Lord",
748,749,749. Come! Live in the Light! (We Are Called),
749,750,750. Goodness Is Stronger than Evil,
750,751, From the Nets of Our Labor (We Will Rise Up And Follow)," From the nets of our labors,
through the noise and confusion,
from the city or seashore,
Jesus summons us all.efrain:
We will rise up and follow,
Christ before and beside us,
loving pattern to guide us,
as we answer the call. When we faint and grow weary
from the bearing of burdens,
with a message of comfort,
Jesus summons us all. [Refrain] In the eyes of the stranger—
tearful, joyous, or frightened—
in the face of each neighbor,
Jesus summons us all. [Refrain] When we hear words of hatred
spreading fear or false witness,
words that cry to be challenged,
Jesus summons us all. [Refrain] In each moment of courage,
steadfast even through trembling;
in the yearning for justice,
Jesus summons us all. [Refrain] Like disciples before us,
from the city or seashore,
risking selfless compassion:
Jesus summons us all. [Refrain]"
